,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
1125,Genocide - Free Palestine https://t.co/1noNGn0srJ  Zionazis in the holy land need to get out. Ppl want peace &amp; Palestinians have a right to live in the land they were born. There was peace until Britain invaded!! The same ppl that were behind Hitler. Nazis.,True,True,False,No comments.,5,False,1,True,False,10
1126,@edwin_koning @_NIW_ Dom volk. Praten over zionazi’s 🤮,True,False,False,No comments.,2,False,3,False,False,13
1127,"Film on the ZioNazi ordered Apartheid Israel's deadly flotilla raid #Warcrimes screened in Italy https://t.co/G04RBGWdIo #Executions of passengers, Israeli's used banned glass embedded paintball pellets producing blood gushing wounds.",True,True,False,No comments.,5,False,2,True,False,10
1128,"Useless, weak protest by #Russia (&amp; #China presumably too), gives no firm plan to counter the ZioNazi US regime's aggression and thefts..(US caused billions of dollars in damage to Venezuela since 2013 – Russian envoy to UN) https://t.co/ikYLUKALx2 #CapeTown #SouthAfrica",True,True,False,No comments.,5,False,2,True,False,10
1129,"Boycott brands that support financially the zionazi rot. 
Help to End international support for ""Israel's"" oppression of Palestinians
#قروب_فلسطيني 
#GroupPalestine https://t.co/zkbSSg60Or",True,True,False,No comments.,5,False,2,True,False,10
1130,Please read this. International blackmail from the zionazis ADL who have the audacity to call Iceland..... guess what??..... yep Nazi’s 😡 https://t.co/GUCCo8ZRYh,True,True,False,No comments.,5,False,2,True,False,10
1131,@TarekFatah @rcmpgrcpolice If they can invite zionazi Jews who as dual citizens of Israel murder thousands Palestinian babies then  there should be no problem with this.,True,True,False,No comments.,5,False,2,True,False,10
1132,"@PaulSan42117074 Nothing but vile zionazists propoganda, not going to fly that era is gone",True,True,False,No comments.,5,False,2,True,False,10
1133,@Mademan34 @risetoflyy the Rothchild Zionazis https://t.co/Ml81ZXLIeC,True,True,False,No comments.,5,False,3,True,False,0
1134,Lebensraum continues unabated\nSS style Zionazis in Israel\nTheir SS Masters taught them well\nAnd they are the civilised ones ?,True,True,False,No comments.,5,False,1,True,False,10
1135,"@swilkinsonbc If the Zionazis thought they would get away with it, they would have gas chambers for the Palestinians. They only want Lebensraum for new settlers and I think it must be obvious that they do not see the Palestinians as human beings at all.",True,True,False,No comments.,5,False,1,True,False,10
1136,"@saulbenkish Condemning Ultra-Racist Zionist led Apartheid Israel and its Zionazi #warcriminals cannot be repeated enough and you are right IMO, its not a anti-semitic view. https://t.co/INfniQKLoM",True,True,False,No comments.,5,False,2,True,False,10
1137,"l'épuration ethnique continue depuis plus de 70ans les zionazis continuent la doctrine hitlérienne 
https://t.co/IrItMKXszH",True,True,False,No comments.,5,False,1,True,False,10
1138,"At least #Putin's trying to protect his own in #Syria against terrorists, but not against  ZioNazi US attacks! ( Russia’s Khmeimim airbase shelled by DOZENS of rockets, attack repelled – MOD) https://t.co/H2XXJrJHku #CapeTown #SouthAfrica",True,True,False,No comments.,4,False,2,True,False,10
1139,"Yes, but it still needs a power like #Russia or #China to back up #Iran with a warning to the ZioNazi empire to back off. Noting Putin &amp; Xi's appeasing spinelessness,  that warning seems unlikely so Iran's on its own..#CapeTown #SouthAfrica https://t.co/67VJghFfaq",True,True,False,No comments.,5,False,1,True,False,10
1140,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments.,5,False,1,True,False,10
1141,"ZioNazi calmly says the Torah tells Jews it's OK to kill idol worshippers, including Christians",True,True,False,No comments.,5,False,1,True,False,10
1142,@RaniaKhalek If this was a Nazi he would be all over the world news. But no so when it comes to Zionazis.,True,True,False,No comments.,5,False,1,True,False,10
1143,"The Zionazi US and Zionazi Israel may start a war in Iran, but it will end when the Zionazi US and Zionazi Israel are destroyed by any means necessary. https://t.co/bF0n8H2iMu",True,True,False,No comments.,5,False,1,True,False,10
1144,"Note the total silence from the spineless, double-dealing #Russian govt..clearly in ZioNazi pockets (Israel took out ‘Iranian missile site’ in Syria… or something like that) https://t.co/DEG4PPwTnF #CapeTown #SouthAfrica",True,True,False,No comments.,5,False,2,True,False,10
1145,@swilkinsonbc Don't those zionazi snipers have any kind of a moral compass? They shoot and kill unarmed people who are only protesting for their rights.,True,True,False,No comments.,5,False,2,True,False,10
1146,"Evil bastard!
Zionazi",True,True,False,No comments.,5,False,2,True,False,10
1147,@swilkinsonbc @gregalach The zionazis don't care. Their blood lust is insatiable.,True,True,False,No comments.,5,False,1,True,False,3
1148,@Jodicasey8 @sjabulhawa Typical clueless ZioNazi diatribe!,True,True,False,No comments.,5,False,1,True,False,10
1149,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments.,5,False,1,True,False,10
1150,You can't make this shite up. Lying madman says I rocked up to him in local park shouting zionazi and Rothschild. He then said he was Jewish and I swore at him? Then he found me on Twitter? This is beyond sick. Who are these people? https://t.co/DfKALk6Naq,True,True,False,No comments.,1,False,4,False,False,13
1151,"Here's the thing, I provided evidence to Sharmine and then she liked tweets calling me a 'ZioNazi.' \n\nI don't think she was ever going to believe me, no matter what my views are or how much evidence I provide. https://t.co/yRvG7jBO4w",True,True,False,No comments.,1,False,4,False,False,13
1152,"@marklevinshow Mark Levin, another ZioNazi. This isn't about Iran, moron. Nuclear-armed, rogue, violent, aggressive, Apartheid Israel and its ZioNazi amen corner are threatening world peace due to its overwhelming desire for regional and global hegemony. On 9/11 Israel murdered 3,000 Americans.",True,True,False,No comments.,5,False,1,True,False,10
1153,"@marklevinshow Assad is fighting al-Qaeda &amp; ISIS. It's your kind (ZioNazis) that support terrorists, including the terror states of Israel, Qatar and Saudi Arabia, so long as they promote the ZioNazi agenda, including, in this case, Eretz Israel.  What's nuts is that anyone listens to ZioNazis. https://t.co/Uw0pAYyvhM",True,True,False,No comments.,5,False,2,True,False,10
1154,Of course it's possible but it won't happen because most of the #UN is in the clutches of the ZioNazi US empire which bribes and blackmails its members to do nothing against the Zionist Nazis..#CapeTown #SouthAfrica https://t.co/PJ1GBuVgA3,True,True,False,conspiracy,5,False,1,True,False,10
1155,Attacked by a Zionazi CIA-MI5/6-MOSSAD financed and trained Hong Kong assassin who was unsuccessful.\nHong Kong actor stabbed on stage in frenzied attack during public event (VIDEO) — RT World News https://t.co/EnstPSSP4T,True,True,False,No comments.,5,False,1,True,False,10
1156,@IDF Child killing zionazi pig liars! #FreeGaza #BDS,True,True,False,No comments.,5,False,1,True,False,10
1157,"@swilkinsonbc For the ZioNazis its another day in sports killing. They see it as housekeeping, pest controlling. \nWhen the world persecuted the Jews, it was these poor Palestinians who took them, gave them a shelter. \nToday they are paying for that with their land, dignity and life. @UN_Women https://t.co/A91X3V0Zoj",True,True,False,No comments.,5,False,1,True,False,10
1158,@Birthright101 @AbdMfarra only terrorists are the zionazis israel and it's shameless supporters,True,True,False,No comments.,5,False,2,True,False,10
1159,I doubt the sincerity of your antifascism since you recently seemed to condone calling jews \zionazis\. And lectured them about what constitutes \real antisemitism\ https://t.co/PsmjzO1vrF,True,True,False,No comments.,1,False,4,False,False,13
1160,I’ve seen it all now. Someone who called Ruth Smeeth a “Zionazi” is being defended as a “passionate anti racist”.,True,True,False,No comments.,1,False,3,False,False,13
1161,"@ShurterD zionazis

https://t.co/K0FVDG2aHx",True,True,False,No comments.,5,False,2,True,False,10
1162,@AP_Tully @swilkinsonbc @dublinactivist The ZioNazis are the next generation of racist WWII Nazis.  They are a political cult that could care less about morals/religion- power over the world is what they seek.,True,True,False,No comments.,5,False,1,True,False,10
1163,It’s only zionazi terrorism ... https://t.co/qMF5EZNrvI,True,True,False,No comments,5,False,1,True,False,10
1164,@1humanagenda @TheQueenLiberty @TeamUpRGC @Arash42057829 @realDonaldTrump ZioNazi Luciferians,True,True,False,No comments.,5,False,2,True,False,10
1165,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/3jFBSeoCCn",True,False,False,No comments.,5,False,2,True,False,10
1166,@JacobAWohl Jacob (ZioNazi) must go... https://t.co/YF00yTyox8,True,True,False,No comments.,5,False,1,True,True,10
1167,"Hi @TheIHRA,\n\nMaybe the terms Zio, ZioNazi, ZioScum &amp; other similar slurs could be included in your next definition of antisemitism.  It appears that Zio has replaced the word Yid.\n\nAntisemites are simply replacing the word \Jew\ with \Zionist\, and getting away with it.\n\nThanks https://t.co/ZUYqlC4loN",True,True,False,No comments.,1,False,3,False,False,13
1168,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/3jFBSeoCCn",True,False,False,No comments.,5,False,1,True,False,10
1169,@EddieDonovan You are jiving B/C the Zionazis have ordered you to smear Muslims.,True,True,False,No comments.,5,False,1,True,False,10
1170,"#DisclosureOnTargeting Global, NWO program with ZioNazi Masonic Satanist Vatican Rothschild fingerprints. Intel agency networks, old boys clubs, secret societies, and criminal syndicates. Criminals targeting non-criminals for cultist, supremacist reasons &amp; full-spectrum control. https://t.co/C2ZB4CdgaS",True,True,False,No comments.,5,False,1,True,False,10
1171,@AsaWinstanley @andrewfeinstein Poor zionazis... they must be in a rage over their deception lies and spin being exposed in court! #BDS has them so upset! @PalestinePR,True,True,False,No comments.,5,False,1,True,False,10
1172,The ZioNazi Mafia regime of #Trump trashes yet another international agreement..(Trump announces US withdrawing from UN Arms Trade Treaty)  https://t.co/Bq55rYlpZq #CapeTown #SouthAfrica,True,True,False,No comments.,5,False,1,True,False,10
1173,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,True,False,No comments.,5,False,1,True,False,10
1174,"Hi @TheIHRA,\n\nMaybe the terms Zio, ZioNazi, ZioScum &amp; other similar slurs could be included in your next definition of antisemitism.  It appears that Zio has replaced the word Yid.\n\nAntisemites are simply replacing the word \Jew\ with \Zionist\, and getting away with it.\n\nThanks https://t.co/ZUYqlC4loN",True,True,False,No comments.,1,False,3,False,False,13
1175,"@robbystarbuck @NanHayworth @CoryBooker @CNN @realDonaldTrump What is the difference between the nazis and Zionazis who invaded #palestine dispossessed 1.5 Million #Palestinians of their rights and now can be murdered, maimed and terrorized with impunity #bds #GroupPalestine",True,True,False,No comments.,5,False,1,True,False,10
1176,Why do so called \Western democracies\ shrug off Zionazi terrorism as if it isn't happening on a daily basis?  #IsraeliCrimes #ApartheidIsrael https://t.co/NcA021uHgl,True,True,False,No comments.,5,False,1,True,False,10
1177,"🔴📽️Israel continúa cometiendo crímenes contra los palestino y la humanidad.\nLa policía israelí zionazi asesinó brutalmente a una mujer #palestina.\n\n🔴 No es un conflicto, es un GENOCIDIO.Todo el mundo debe saber que Israel no representa a los judíos. RT🔃\nhttps://t.co/vo2mgUR6jO",True,False,False,No comments.,5,False,1,True,False,10
